"Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","Hour","Day"
"2015-00004977",2015-01-26 18:02:00,"SHATTUCK AVE / KITTREDGE ST","1194","",1,"WM2RWS","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","Search",18,"2"
"2015-00004982",2015-01-26 18:38:00,"SACRAMENTO ST / RUSSELL ST","1194","",1,"BM4RWS","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Warning","Search",18,"2"
"2015-00004993",2015-01-26 19:20:00,"PRINCE ST / M L KING JR WAY","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",19,"2"
"2015-00004996",2015-01-26 19:38:00,"OREGON ST / M L KING JR WAY","1194","",1,"BM1RWS","Black","Male","0-18","Probation/ Paroleeasonable Suspicion","Warning","Search",19,"2"
"2015-00005011",2015-01-26 21:43:00,"M L KING JR WAY / ALLSTON WAY","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",21,"2"
"2015-00005028",2015-01-26 23:50:00,"SHATTUCK AVE / STUART ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",23,"2"
"2015-00005029",2015-01-26 23:57:00,"PARKER ST / DANA ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",23,"2"
"2015-00005030",2015-01-27 00:24:00,"FULTON ST / DWIGHT WAY","1194B","",1,"WM3TWS","White","Male","30-39","Traffic","Warning","Search",0,"3"
"2015-00005032",2015-01-27 00:42:00,"DWIGHT WAY / TELEGRAPH AVE","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",0,"3"
"2015-00005035",2015-01-27 01:03:00,"SAN PABLO AVE / STANFORD AVE","1196","",1,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",1,"3"
"2015-00005040",2015-01-27 02:01:00,"M L KING JR WAY / BLAKE ST","T","",1,"WM2RON","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Other","No Search",2,"3"
"2015-00005053",2015-01-27 07:38:00,"RUSSELL ST / COLLEGE AVE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",7,"3"
"2015-00005054",2015-01-27 07:45:00,"RUSSELL ST / COLLEGE AVE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",7,"3"
"2015-00005056",2015-01-27 07:59:00,"RUSSELL ST / COLLEGE AVE","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",7,"3"
"2015-00005059",2015-01-27 08:09:00,"COLLEGE AVE / WOOLSEY ST","T","",1,"OM2TCN","Other","Male","18-29","Traffic","Citation","No Search",8,"3"
"2015-00005061",2015-01-27 08:14:00,"ASHBY AVE / HILLEGASS AVE","T","",1,"OF4TCN","Other","Female","40+","Traffic","Citation","No Search",8,"3"
"2015-00005064",2015-01-27 08:19:00,"ASHBY AVE / COLLEGE AVE","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",8,"3"
"2015-00005066",2015-01-27 08:23:00,"HILLEGASS AVE / DERBY ST","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",8,"3"
"2015-00005067",2015-01-27 08:29:00,"COLLEGE AVE / RUSSELL ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",8,"3"
"2015-00005068",2015-01-27 08:34:00,"COLLEGE AVE / RUSSELL ST","T","",1,"OF4TCN","Other","Female","40+","Traffic","Citation","No Search",8,"3"
"2015-00005069",2015-01-27 08:45:00,"COLLEGE AVE / RUSSELL ST","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",8,"3"
"2015-00005072",2015-01-27 08:56:00,"PARKER ST / TELEGRAPH AVE","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",8,"3"
"2015-00005074",2015-01-27 09:12:00,"SHATTUCK AVE / BLAKE ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",9,"3"
"2015-00005077",2015-01-27 09:35:00,"UNIVERSITY AVE / SIXTH ST","T","",1,"WF3TWN","White","Female","30-39","Traffic","Warning","No Search",9,"3"
"2015-00005092",2015-01-27 11:10:00,"ASHBY AVE / SEVENTH ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",11,"3"
"2015-00005104",2015-01-27 12:38:00,"MILVIA ST / BANCROFT WAY","T","",1,"AF3TWN","Asian","Female","30-39","Traffic","Warning","No Search",12,"3"
"2015-00005106",2015-01-27 12:41:00,"ADELINE ST / HARMON ST","1194","",1,"BM4RAS","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Arrest","Search",12,"3"
"2015-00005113",2015-01-27 13:20:00,"MURRAY ST / NINTH ST","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",13,"3"
"2015-00005117",2015-01-27 13:33:00,"2300 BLOCK TELEGRAPH AVE","1194","",1,"WM2RCS","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","Search",13,"3"
"2015-00005124",2015-01-27 13:52:00,"2400 BLOCK TELEGRAPH AVE","1194","",1,"WM3RAS","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Arrest","Search",13,"3"
"2015-00005129",2015-01-27 14:24:00,"ASHBY AVE / SAN PABLO AVE","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",14,"3"
"2015-00005136",2015-01-27 14:37:00,"800 BLOCK FOLGER AVE","T","",1,"AM4TCN","Asian","Male","40+","Traffic","Citation","No Search",14,"3"
"2015-00005139",2015-01-27 14:47:00,"SEVENTH ST / POTTER ST","T","",1,"OF4TCN","Other","Female","40+","Traffic","Citation","No Search",14,"3"
"2015-00005141",2015-01-27 14:53:00,"1900 BLOCK SAN PABLO AVE","1194","",1,"HM4RCS","Hispanic","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","Search",14,"3"
"2015-00005141",2015-01-27 14:53:00,"1900 BLOCK SAN PABLO AVE","1194","",2,"HM3RCS","Hispanic","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","Search",14,"3"
"2015-00005143",2015-01-27 15:00:00,"HEINZ AVE / NINTH ST","T","",1,"OF4TCN","Other","Female","40+","Traffic","Citation","No Search",15,"3"
"2015-00005147",2015-01-27 15:11:00,"1200 BLOCK WARD ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",15,"3"
"2015-00005149",2015-01-27 15:25:00,"OREGON ST / DOHR ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",15,"3"
"2015-00005172",2015-01-27 17:47:00,"MILVIA ST / VIRGINIA ST","T","",1,"AF3TWN","Asian","Female","30-39","Traffic","Warning","No Search",17,"3"
"2015-00005178",2015-01-27 18:00:00,"2400 BLOCK TELEGRAPH AVE","1194","",1,"WM2RCN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","No Search",18,"3"
"2015-00005180",2015-01-27 18:11:00,"2400 BLOCK TELEGRAPH AVE","1194","MH",1,"BM3ROS","Black","Male","30-39","Probation/ Paroleeasonable Suspicion","Other","Search",18,"3"
"2015-00005181",2015-01-27 18:23:00,"1400 BLOCK SHATTUCK AVE","1194","",1,"OM2ICN","Other","Male","18-29","Investigation","Citation","No Search",18,"3"
"2015-00005181",2015-01-27 18:23:00,"1400 BLOCK SHATTUCK AVE","1194","",2,"WM2ICN","White","Male","18-29","Investigation","Citation","No Search",18,"3"
"2015-00005193",2015-01-27 19:19:00,"BLAKE ST / MILVIA ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",19,"3"
"2015-00005194",2015-01-27 19:25:00,"2300 BLOCK TELEGRAPH AVE","1194","",1,"BM2IOS","Black","Male","18-29","Investigation","Other","Search",19,"3"
"2015-00005195",2015-01-27 19:25:00,"SHATTUCK AVE / CENTER ST","T","",1,"OF2TWN","Other","Female","18-29","Traffic","Warning","No Search",19,"3"
"2015-00005209",2015-01-27 20:34:00,"SAN PABLO AVE / PARDEE ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",20,"3"
"2015-00005219",2015-01-27 21:43:00,"CALIFORNIA ST / ALLSTON WAY","1194","",1,"BM2IOS","Black","Male","18-29","Investigation","Other","Search",21,"3"
"2015-00005220",2015-01-27 21:53:00,"BANCROFT WAY / DANA ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",21,"3"
"2015-00005223",2015-01-27 22:06:00,"ASHBY AVE / HARPER ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",22,"3"
"2015-00005227",2015-01-27 22:42:00,"DURANT AVE / TELEGRAPH AVE","T","",1,"BF2TWN","Black","Female","18-29","Traffic","Warning","No Search",22,"3"
"2015-00005229",2015-01-27 23:13:00,"CENTER ST / M L KING JR WAY","1194","M",1,"BM2RCS","Black","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","Search",23,"3"
"2015-00005230",2015-01-27 23:20:00,"CHANNING WAY / MILVIA ST","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",23,"3"
"2015-00005232",2015-01-27 23:29:00,"DWIGHT WAY / TELEGRAPH AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",23,"3"
"2015-00005234",2015-01-27 23:53:00,"TELEGRAPH AVE / STUART ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",23,"3"
"2015-00005236",2015-01-27 23:56:00,"DURANT AVE / DANA ST","T","",1,"OM2TWS","Other","Male","18-29","Traffic","Warning","Search",23,"3"
"2015-00005238",2015-01-28 00:02:00,"ALLSTON WAY / SAN PABLO AVE","T","",1,"BF1TCN","Black","Female","0-18","Traffic","Citation","No Search",0,"4"
"2015-00005239",2015-01-28 00:08:00,"SAN PABLO AVE / BURNETT ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",0,"4"
"2015-00005241",2015-01-28 00:19:00,"DWIGHT WAY / TELEGRAPH AVE","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",0,"4"
"2015-00005242",2015-01-28 00:28:00,"SHATTUCK AVE / CHANNING WAY","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",0,"4"
"2015-00005245",2015-01-28 00:37:00,"SHATTUCK AVE / PARKER ST","1194","",1,"BM4RAS","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Arrest","Search",0,"4"
"2015-00005246",2015-01-28 00:41:00,"SAN PABLO AVE / UNIVERSITY AVE","1194","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",0,"4"
"2015-00005247",2015-01-28 00:43:00,"KING ST / HARMON ST","T","",1,"BM3TWS","Black","Male","30-39","Traffic","Warning","Search",0,"4"
"2015-00005253",2015-01-28 01:33:00,"SAN PABLO AVE / FOLGER AVE","1194B","",1,"BM4RWN","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Warning","No Search",1,"4"
"2015-00005259",2015-01-28 03:23:00,"SEVENTH ST / HEARST AVE","1194","",1,"BM3IWS","Black","Male","30-39","Investigation","Warning","Search",3,"4"
"2015-00005261",2015-01-28 03:52:00,"TELEGRAPH AVE / DURANT AVE","T","",1,"OM2TCN","Other","Male","18-29","Traffic","Citation","No Search",3,"4"
"2015-00005267",2015-01-28 07:25:00,"COLLEGE AVE / ASHBY AVE","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",7,"4"
"2015-00005268",2015-01-28 07:42:00,"SACRAMENTO ST / RUSSELL ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",7,"4"
"2015-00005270",2015-01-28 07:48:00,"COLLEGE AVE / RUSSELL ST","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",7,"4"
"2015-00005276",2015-01-28 07:55:00,"2900 BLOCK COLLEGE AVE","1194B","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",7,"4"
"2015-00005277",2015-01-28 08:02:00,"900 BLOCK ASHBY AVE","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",8,"4"
"2015-00005282",2015-01-28 08:13:00,"COLLEGE AVE / RUSSELL ST","T","",1,"HM3TCN","Hispanic","Male","30-39","Traffic","Citation","No Search",8,"4"
"2015-00005286",2015-01-28 08:29:00,"STUART ST / COLLEGE AVE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",8,"4"
"2015-00005287",2015-01-28 08:33:00,"SACRAMENTO ST / JULIA ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",8,"4"
"2015-00005288",2015-01-28 08:45:00,"M L KING JR WAY / CENTER ST","T","",1,"OF3TWN","Other","Female","30-39","Traffic","Warning","No Search",8,"4"
"2015-00005289",2015-01-28 08:46:00,"SACRAMENTO ST / RUSSELL ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",8,"4"
"2015-00005292",2015-01-28 08:58:00,"ASHBY AVE / SACRAMENTO ST","T","",1,"BF4TCN","Black","Female","40+","Traffic","Citation","No Search",8,"4"
"2015-00005297",2015-01-28 09:17:00,"SACRAMENTO ST / RUSSELL ST","T","",1,"HF3TCN","Hispanic","Female","30-39","Traffic","Citation","No Search",9,"4"
"2015-00005298",2015-01-28 09:27:00,"SACRAMENTO ST / CHANNING WAY","T","",1,"BF2TWN","Black","Female","18-29","Traffic","Warning","No Search",9,"4"
"2015-00005300",2015-01-28 09:42:00,"UNIVERSITY AVE / NINTH ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",9,"4"
"2015-00005309",2015-01-28 10:26:00,"DWIGHT WAY / FULTON ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",10,"4"
"2015-00005311",2015-01-28 10:28:00,"BANCROFT WAY/BARROW LANE","1194B","",1,"HM2TCN","Hispanic","Male","18-29","Traffic","Citation","No Search",10,"4"
"2015-00005316",2015-01-28 10:43:00,"BANCROFT WAY / BARROWS LN","T","",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",10,"4"
"2015-00005317",2015-01-28 10:44:00,"BANCROFT WAY / DANA ST","1194B","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",10,"4"
"2015-00005320",2015-01-28 10:54:00,"BANCROFT WAY / TELEGRAPH AVE","1194B","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",10,"4"
"2015-00005321",2015-01-28 10:55:00,"BANCROFT WAY / BARROWS LN","1194B","",1,"OM2TCN","Other","Male","18-29","Traffic","Citation","No Search",10,"4"
"2015-00005324",2015-01-28 11:03:00,"BANCROFT WAY / ELLSWORTH ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",11,"4"
"2015-00005326",2015-01-28 11:04:00,"BANCROFT WAY / TELEGRAPH AVE","1194B","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",11,"4"
"2015-00005384",2015-01-28 16:28:00,"DWIGHT WAY / GRANT ST","T","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",16,"4"
"2015-00005386",2015-01-28 16:34:00,"UNIVERSITY AVE / SHATTUCK AVE","1194","",1,"BF1IWN","Black","Female","0-18","Investigation","Warning","No Search",16,"4"
"2015-00005388",2015-01-28 16:38:00,"M L KING JR WAY / DERBY ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",16,"4"
"2015-00005394",2015-01-28 16:53:00,"DERBY ST / M L KING JR WAY","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",16,"4"
"2015-00005396",2015-01-28 16:57:00,"2400 BLOCK TELEGRAPH AVE","1194","",1,"WM4RWN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Warning","No Search",16,"4"
"2015-00005406",2015-01-28 17:24:00,"37.8609962420001~-122.256143699","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",17,"4"
"2015-00005419",2015-01-28 18:04:00,"VINE ST / OXFORD ST","1194","",1,"BM2ICS","Black","Male","18-29","Investigation","Citation","Search",18,"4"
"2015-00005420",2015-01-28 18:07:00,"UNI/10","T","",1,"BM3ICN","Black","Male","30-39","Investigation","Citation","No Search",18,"4"
"2015-00005432",2015-01-28 19:12:00,"VINE ST / SHATTUCK AVE","1194","",1,"OM4IAS","Other","Male","40+","Investigation","Arrest","Search",19,"4"
"2015-00005441",2015-01-28 20:18:00,"VALLEY ST / ALLSTON WAY","1196","",1,"OM3WAN","Other","Male","30-39","Wanted","Arrest","No Search",20,"4"
"2015-00005452",2015-01-28 21:35:00,"SAN PABLO AVE / DWIGHT WAY","T","",1,"OM4IWN","Other","Male","40+","Investigation","Warning","No Search",21,"4"
"2015-00005457",2015-01-28 22:05:00,"DANA ST / BANCROFT WAY","T","",1,"BF2TWN","Black","Female","18-29","Traffic","Warning","No Search",22,"4"
"2015-00005465",2015-01-28 23:03:00,"SAN PABLO AVE / DELAWARE ST","T","",1,"HM2TCN","Hispanic","Male","18-29","Traffic","Citation","No Search",23,"4"
"2015-00005466",2015-01-28 23:10:00,"ASHBY AVE / REGENT ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",23,"4"
"2015-00005473",2015-01-28 23:29:00,"3000 BLOCK DOHR ST","1194B","",1,"WM4WWN","White","Male","40+","Wanted","Warning","No Search",23,"4"
"2015-00005475",2015-01-28 23:35:00,"PRINCE ST / SACRAMENTO ST","T","",1,"BM3TWS","Black","Male","30-39","Traffic","Warning","Search",23,"4"
"2015-00005476",2015-01-28 23:47:00,"EIGHTH ST / BANCROFT WAY","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",23,"4"
"2015-00005491",2015-01-29 02:05:00,"UNIVERSITY AVE / SHATTUCK AVE","T","",1,"HF1TCS","Hispanic","Female","0-18","Traffic","Citation","Search",2,"5"
"2015-00005493",2015-01-29 03:06:00,"AC/PRINCE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",3,"5"
"2015-00005498",2015-01-29 04:02:00,"63/KING","T","",1,"BF1TWN","Black","Female","0-18","Traffic","Warning","No Search",4,"5"
"2015-00005544",2015-01-29 12:13:00,"M L KING JR WAY / DWIGHT WAY","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",12,"5"
"2015-00005551",2015-01-29 12:36:00,"800 BLOCK OXFORD ST","1194","",1,"BM2RWN","Black","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",12,"5"
"2015-00005593",2015-01-29 16:01:00,"BLAKE ST / CALIFORNIA ST","T","",1,"WM3TCS","White","Male","30-39","Traffic","Citation","Search",16,"5"
"2015-00005594",2015-01-29 16:03:00,"ALLSTON WAY / MCKINLEY AVE","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",16,"5"
"2015-00005614",2015-01-29 17:40:00,"1500 BLOCK UNIVERSITY AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",17,"5"
"2015-00005627",2015-01-29 18:19:00,"THE CIRCLE / MARIN AVE","T","",1,"HF3IWN","Hispanic","Female","30-39","Investigation","Warning","No Search",18,"5"
"2015-00005640",2015-01-29 19:34:00,"1900 BLOCK SAN PABLO AVE","1196","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",19,"5"
"2015-00005642",2015-01-29 19:41:00,"PRINCE ST / SACRAMENTO ST","T","",1,"HF3TWN","Hispanic","Female","30-39","Traffic","Warning","No Search",19,"5"
"2015-00005643",2015-01-29 19:43:00,"BELVEDERE AVE / ROSE ST","T","",1,"BF3TCN","Black","Female","30-39","Traffic","Citation","No Search",19,"5"
"2015-00005644",2015-01-29 19:51:00,"SIXTH ST / DELAWARE ST","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",19,"5"
"2015-00005647",2015-01-29 20:02:00,"ADELINE ST / OREGON ST","T","",1,"WM1TWN","White","Male","0-18","Traffic","Warning","No Search",20,"5"
"2015-00005649",2015-01-29 20:09:00,"SAN PABLO AVE / VIRGINIA ST","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",20,"5"
"2015-00005652",2015-01-29 20:22:00,"ALCATRAZ AVE / ADELINE ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"5"
"2015-00005653",2015-01-29 20:23:00,"PARKER ST / REGENT ST","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",20,"5"
"2015-00005654",2015-01-29 20:34:00,"SEVENTH ST / DWIGHT WAY","T","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",20,"5"
"2015-00005656",2015-01-29 20:42:00,"SIXTH ST / HEARST AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"5"
"2015-00005660",2015-01-29 20:49:00,"SECOND ST / HEARST AVE","1194B","",1,"BM3TWS","Black","Male","30-39","Traffic","Warning","Search",20,"5"
"2015-00005665",2015-01-29 21:05:00,"900 BLOCK PAGE ST","1194B","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",21,"5"
"2015-00005681",2015-01-29 22:34:00,"37.8529197501924~-122.269964122886","1194","",1,"BM3RAS","Black","Male","30-39","Probation/ Paroleeasonable Suspicion","Arrest","Search",22,"5"
"2015-00005683",2015-01-29 22:47:00,"PIEDMONT AVE/DURANT AVE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",22,"5"
"2015-00005684",2015-01-29 22:53:00,"UNIVERSITY AVE / EIGHTH ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",22,"5"
"2015-00005687",2015-01-29 23:08:00,"SACRAMENTO ST / ADDISON ST","T","",1,"AM3TWN","Asian","Male","30-39","Traffic","Warning","No Search",23,"5"
"2015-00005689",2015-01-29 23:14:00,"UNIVERSITY AVE / BONAR ST","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",23,"5"
"2015-00005690",2015-01-29 23:16:00,"UNIVERSITY AVE / SACRAMENTO ST","T","",1,"BF3TCN","Black","Female","30-39","Traffic","Citation","No Search",23,"5"
"2015-00005691",2015-01-29 23:17:00,"1500 BLOCK RUSSELL ST","1196","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",23,"5"
"2015-00005692",2015-01-29 23:20:00,"CHANNING WAY / DANA ST","T","",1,"OF2TCN","Other","Female","18-29","Traffic","Citation","No Search",23,"5"
"2015-00005693",2015-01-29 23:24:00,"ADDISON ST / BONAR ST","T","",1,"WF2TCS","White","Female","18-29","Traffic","Citation","Search",23,"5"
"2015-00005695",2015-01-29 23:31:00,"DWIGHT WAY / DANA ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",23,"5"
"2015-00005698",2015-01-29 23:39:00,"BANCROFT WAY / BOWDITCH ST","T","",1,"HM2TWS","Hispanic","Male","18-29","Traffic","Warning","Search",23,"5"
"2015-00005704",2015-01-30 00:17:00,"FIFTH ST / BANCROFT WAY","T","",1,"AF2TWN","Asian","Female","18-29","Traffic","Warning","No Search",0,"6"
"2015-00005715",2015-01-30 01:43:00,"DWIGHT WAY / ELLSWORTH ST","T","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",1,"6"
"2015-00005735",2015-01-30 06:55:00,"BOLIVAR DR / BANCROFT WAY","T","",1,"HM4IWN","Hispanic","Male","40+","Investigation","Warning","No Search",6,"6"
"2015-00005774",2015-01-30 11:56:00,"2100 BLOCK SHATTUCK AVE","1194","",1,"WF4RCN","White","Female","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",11,"6"
"2015-00005774",2015-01-30 11:56:00,"2100 BLOCK SHATTUCK AVE","1194","",2,"WF3RCN","White","Female","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",11,"6"
"2015-00005777",2015-01-30 11:59:00,"MILVIA ST / BANCROFT WAY","T","",1,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",11,"6"
"2015-00005781",2015-01-30 12:15:00,"2000 BLOCK CHANNING WAY","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",12,"6"
"2015-00005784",2015-01-30 12:35:00,"BANCROFT WAY / SHATTUCK AVE","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",12,"6"
"2015-00005786",2015-01-30 12:44:00,"KITTREDGE ST / SHATTUCK AVE","1194","",1,"WF4RCN","White","Female","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",12,"6"
"2015-00005790",2015-01-30 12:59:00,"2200 BLOCK SHATTUCK AVE","1194","",1,"WM3RCN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",12,"6"
"2015-00005793",2015-01-30 13:08:00,"2100 BLOCK SHATTUCK AVE","1194","",1,"BF2RCN","Black","Female","18-29","Probation/ Paroleeasonable Suspicion","Citation","No Search",13,"6"
"2015-00005811",2015-01-30 15:01:00,"PIEDMONT AVE / CHANNING WAY","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",15,"6"
"2015-00005846",2015-01-30 16:57:00,"DELAWARE ST / ACTON ST","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",16,"6"
"2015-00005875",2015-01-30 18:47:00,"UNIVERSITY AVE / CURTIS ST","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",18,"6"
"2015-00005877",2015-01-30 18:48:00,"WARD ST / M L KING JR WAY","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",18,"6"
"2015-00005878",2015-01-30 18:49:00,"SHATTUCK AVE / CARLETON ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",18,"6"
"2015-00005879",2015-01-30 18:53:00,"2300 BLOCK BANCROFT WAY","T","",1,"AM1RWS","Asian","Male","0-18","Probation/ Paroleeasonable Suspicion","Warning","Search",18,"6"
"2015-00005881",2015-01-30 18:58:00,"SHATTUCK AVE / CARLETON ST","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",18,"6"
"2015-00005882",2015-01-30 19:12:00,"2100 BLOCK SHATTUCK AVE","1194","",1,"BM2RCN","Black","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","No Search",19,"6"
"2015-00005886",2015-01-30 19:25:00,"M L KING JR WAY / PRINCE ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",19,"6"
"2015-00005888",2015-01-30 19:36:00,"ASHBY AVE / DEAKIN ST","T","",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",19,"6"
"2015-00005897",2015-01-30 20:07:00,"CHANNING WAY / M L KING JR WAY","T","",1,"HF2TCN","Hispanic","Female","18-29","Traffic","Citation","No Search",20,"6"
"2015-00005900",2015-01-30 20:15:00,"2700 BLOCK DURANT AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"6"
"2015-00005902",2015-01-30 20:23:00,"DERBY ST / SACRAMENTO ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"6"
"2015-00005903",2015-01-30 20:25:00,"CALIFORNIA ST / JULIA ST","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",20,"6"
"2015-00005904",2015-01-30 20:28:00,"UNIVERSITY AVE / SIXTH ST","T","M",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",20,"6"
"2015-00005905",2015-01-30 20:32:00,"COLLEGE AVE / DWIGHT WAY","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",20,"6"
"2015-00005908",2015-01-30 20:37:00,"ALCATRAZ AVE / SACRAMENTO ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"6"
